case_id,user_uuid,kp_position,kp_type,probe_class,question_type,evidence_condition,checkpoint_index,checkpoint_event_index,age_sessions,perturbation_label
memtraceb-d96baf54-kp0082-a33c3-current-present,d96baf54-00e3-afee-239c-1f3ef9054095,82,dynamic,dynamic,current,present,3,36,33,item_stale
memtraceb-d96baf54-kp0082-a33c3-historical-present,d96baf54-00e3-afee-239c-1f3ef9054095,82,dynamic,dynamic,historical,present,3,36,33,retrieval_error
memtraceb-d96baf54-kp0082-a33c3-trajectory-present,d96baf54-00e3-afee-239c-1f3ef9054095,82,dynamic,dynamic,trajectory,present,3,36,33,granularity_error
memtraceb-d96baf54-kp0082-a33c3-current-contradicted,d96baf54-00e3-afee-239c-1f3ef9054095,82,dynamic,conflict_distractor,current,contradicted,3,36,33,item_conflict
memtraceb-d96baf54-kp0082-a42c4-current-present,d96baf54-00e3-afee-239c-1f3ef9054095,82,dynamic,dynamic,current,present,4,45,42,item_stale
memtraceb-d96baf54-kp0082-a42c4-historical-present,d96baf54-00e3-afee-239c-1f3ef9054095,82,dynamic,dynamic,historical,present,4,45,42,retrieval_error
memtraceb-d96baf54-kp0082-a42c4-trajectory-present,d96baf54-00e3-afee-239c-1f3ef9054095,82,dynamic,dynamic,trajectory,present,4,45,42,granularity_error
memtraceb-d96baf54-kp0082-a42c4-current-contradicted,d96baf54-00e3-afee-239c-1f3ef9054095,82,dynamic,conflict_distractor,current,contradicted,4,45,42,item_conflict
memtraceb-d96baf54-kp0082-a52c5-current-present,d96baf54-00e3-afee-239c-1f3ef9054095,82,dynamic,dynamic,current,present,5,55,52,item_stale
memtraceb-d96baf54-kp0082-a52c5-historical-present,d96baf54-00e3-afee-239c-1f3ef9054095,82,dynamic,dynamic,historical,present,5,55,52,retrieval_error
memtraceb-d96baf54-kp0082-a52c5-trajectory-present,d96baf54-00e3-afee-239c-1f3ef9054095,82,dynamic,dynamic,trajectory,present,5,55,52,granularity_error
memtraceb-d96baf54-kp0082-a52c5-current-contradicted,d96baf54-00e3-afee-239c-1f3ef9054095,82,dynamic,conflict_distractor,current,contradicted,5,55,52,item_conflict
memtraceb-d96baf54-kp0082-a61c6-current-present,d96baf54-00e3-afee-239c-1f3ef9054095,82,dynamic,dynamic,current,present,6,64,61,item_stale
memtraceb-d96baf54-kp0082-a61c6-historical-present,d96baf54-00e3-afee-239c-1f3ef9054095,82,dynamic,dynamic,historical,present,6,64,61,retrieval_error
memtraceb-d96baf54-kp0082-a61c6-trajectory-present,d96baf54-00e3-afee-239c-1f3ef9054095,82,dynamic,dynamic,trajectory,present,6,64,61,granularity_error
memtraceb-d96baf54-kp0082-a61c6-current-contradicted,d96baf54-00e3-afee-239c-1f3ef9054095,82,dynamic,conflict_distractor,current,contradicted,6,64,61,item_conflict
memtraceb-d96baf54-kp0082-a71c7-current-present,d96baf54-00e3-afee-239c-1f3ef9054095,82,dynamic,dynamic,current,present,7,74,71,item_stale
memtraceb-d96baf54-kp0082-a71c7-historical-present,d96baf54-00e3-afee-239c-1f3ef9054095,82,dynamic,dynamic,historical,present,7,74,71,retrieval_error
memtraceb-d96baf54-kp0082-a71c7-trajectory-present,d96baf54-00e3-afee-239c-1f3ef9054095,82,dynamic,dynamic,trajectory,present,7,74,71,granularity_error
memtraceb-d96baf54-kp0082-a71c7-current-contradicted,d96baf54-00e3-afee-239c-1f3ef9054095,82,dynamic,conflict_distractor,current,contradicted,7,74,71,item_conflict
memtraceb-d96baf54-kp0194-a1c1-current-present,d96baf54-00e3-afee-239c-1f3ef9054095,194,preference,preference,current,present,1,17,1,
memtraceb-d96baf54-kp0194-a11c2-current-present,d96baf54-00e3-afee-239c-1f3ef9054095,194,preference,preference,current,present,2,27,11,
memtraceb-d96baf54-kp0194-a20c3-current-present,d96baf54-00e3-afee-239c-1f3ef9054095,194,preference,preference,current,present,3,36,20,
memtraceb-d96baf54-kp0194-a29c4-current-present,d96baf54-00e3-afee-239c-1f3ef9054095,194,preference,preference,current,present,4,45,29,
memtraceb-d96baf54-kp0194-a39c5-current-present,d96baf54-00e3-afee-239c-1f3ef9054095,194,preference,preference,current,present,5,55,39,
memtraceb-d96baf54-kp0194-a48c6-current-present,d96baf54-00e3-afee-239c-1f3ef9054095,194,preference,preference,current,present,6,64,48,
memtraceb-d96baf54-kp0194-a58c7-current-present,d96baf54-00e3-afee-239c-1f3ef9054095,194,preference,preference,current,present,7,74,58,
memtraceb-d96baf54-kp0364-a8c4-current-present,d96baf54-00e3-afee-239c-1f3ef9054095,364,dynamic,dynamic,current,present,4,45,8,item_stale
memtraceb-d96baf54-kp0364-a8c4-historical-present,d96baf54-00e3-afee-239c-1f3ef9054095,364,dynamic,dynamic,historical,present,4,45,8,retrieval_error
memtraceb-d96baf54-kp0364-a8c4-trajectory-present,d96baf54-00e3-afee-239c-1f3ef9054095,364,dynamic,dynamic,trajectory,present,4,45,8,granularity_error
memtraceb-d96baf54-kp0364-a8c4-current-contradicted,d96baf54-00e3-afee-239c-1f3ef9054095,364,dynamic,conflict_distractor,current,contradicted,4,45,8,item_conflict
memtraceb-d96baf54-kp0364-a18c5-current-present,d96baf54-00e3-afee-239c-1f3ef9054095,364,dynamic,dynamic,current,present,5,55,18,item_stale
memtraceb-d96baf54-kp0364-a18c5-historical-present,d96baf54-00e3-afee-239c-1f3ef9054095,364,dynamic,dynamic,historical,present,5,55,18,retrieval_error
memtraceb-d96baf54-kp0364-a18c5-trajectory-present,d96baf54-00e3-afee-239c-1f3ef9054095,364,dynamic,dynamic,trajectory,present,5,55,18,granularity_error
memtraceb-d96baf54-kp0364-a18c5-current-contradicted,d96baf54-00e3-afee-239c-1f3ef9054095,364,dynamic,conflict_distractor,current,contradicted,5,55,18,item_conflict
memtraceb-d96baf54-kp0364-a27c6-current-present,d96baf54-00e3-afee-239c-1f3ef9054095,364,dynamic,dynamic,current,present,6,64,27,item_stale
memtraceb-d96baf54-kp0364-a27c6-historical-present,d96baf54-00e3-afee-239c-1f3ef9054095,364,dynamic,dynamic,historical,present,6,64,27,retrieval_error
memtraceb-d96baf54-kp0364-a27c6-trajectory-present,d96baf54-00e3-afee-239c-1f3ef9054095,364,dynamic,dynamic,trajectory,present,6,64,27,granularity_error
memtraceb-d96baf54-kp0364-a27c6-current-contradicted,d96baf54-00e3-afee-239c-1f3ef9054095,364,dynamic,conflict_distractor,current,contradicted,6,64,27,item_conflict
memtraceb-d96baf54-kp0364-a37c7-current-present,d96baf54-00e3-afee-239c-1f3ef9054095,364,dynamic,dynamic,current,present,7,74,37,item_stale
memtraceb-d96baf54-kp0364-a37c7-historical-present,d96baf54-00e3-afee-239c-1f3ef9054095,364,dynamic,dynamic,historical,present,7,74,37,retrieval_error
memtraceb-d96baf54-kp0364-a37c7-trajectory-present,d96baf54-00e3-afee-239c-1f3ef9054095,364,dynamic,dynamic,trajectory,present,7,74,37,granularity_error
memtraceb-d96baf54-kp0364-a37c7-current-contradicted,d96baf54-00e3-afee-239c-1f3ef9054095,364,dynamic,conflict_distractor,current,contradicted,7,74,37,item_conflict
memtraceb-d96baf54-kp0373-a7c4-current-present,d96baf54-00e3-afee-239c-1f3ef9054095,373,static,static,current,present,4,45,7,
memtraceb-d96baf54-kp0373-a17c5-current-present,d96baf54-00e3-afee-239c-1f3ef9054095,373,static,static,current,present,5,55,17,
memtraceb-d96baf54-kp0373-a26c6-current-present,d96baf54-00e3-afee-239c-1f3ef9054095,373,static,static,current,present,6,64,26,
memtraceb-d96baf54-kp0373-a36c7-current-present,d96baf54-00e3-afee-239c-1f3ef9054095,373,static,static,current,present,7,74,36,
memtraceb-d96baf54-bdfoodpreference-a8c0-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,0,8,8,safety_error
memtraceb-d96baf54-bdfoodpreference-a17c1-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,1,17,17,safety_error
memtraceb-d96baf54-bdfoodpreference-a27c2-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,2,27,27,safety_error
memtraceb-d96baf54-bdfoodpreference-a36c3-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,3,36,36,safety_error
memtraceb-d96baf54-bdfoodpreference-a45c4-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,4,45,45,safety_error
memtraceb-d96baf54-bdfoodpreference-a55c5-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,5,55,55,safety_error
memtraceb-d96baf54-bdfoodpreference-a64c6-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,6,64,64,safety_error
memtraceb-d96baf54-bdfoodpreference-a74c7-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,7,74,74,safety_error
memtraceb-d96baf54-bdmoviepreference-a8c0-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,0,8,8,safety_error
memtraceb-d96baf54-bdmoviepreference-a17c1-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,1,17,17,safety_error
memtraceb-d96baf54-bdmoviepreference-a27c2-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,2,27,27,safety_error
memtraceb-d96baf54-bdmoviepreference-a36c3-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,3,36,36,safety_error
memtraceb-d96baf54-bdmoviepreference-a45c4-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,4,45,45,safety_error
memtraceb-d96baf54-bdmoviepreference-a55c5-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,5,55,55,safety_error
memtraceb-d96baf54-bdmoviepreference-a64c6-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,6,64,64,safety_error
memtraceb-d96baf54-bdmoviepreference-a74c7-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,7,74,74,safety_error
memtraceb-d96baf54-bdpetpreference-a8c0-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,0,8,8,safety_error
memtraceb-d96baf54-bdpetpreference-a17c1-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,1,17,17,safety_error
memtraceb-d96baf54-bdpetpreference-a27c2-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,2,27,27,safety_error
memtraceb-d96baf54-bdpetpreference-a36c3-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,3,36,36,safety_error
memtraceb-d96baf54-bdpetpreference-a45c4-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,4,45,45,safety_error
memtraceb-d96baf54-bdpetpreference-a55c5-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,5,55,55,safety_error
memtraceb-d96baf54-bdpetpreference-a64c6-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,6,64,64,safety_error
memtraceb-d96baf54-bdpetpreference-a74c7-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,7,74,74,safety_error
memtraceb-d96baf54-bdtravelpreference-a8c0-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,0,8,8,safety_error
memtraceb-d96baf54-bdtravelpreference-a17c1-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,1,17,17,safety_error
memtraceb-d96baf54-bdtravelpreference-a27c2-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,2,27,27,safety_error
memtraceb-d96baf54-bdtravelpreference-a36c3-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,3,36,36,safety_error
memtraceb-d96baf54-bdtravelpreference-a45c4-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,4,45,45,safety_error
memtraceb-d96baf54-bdtravelpreference-a55c5-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,5,55,55,safety_error
memtraceb-d96baf54-bdtravelpreference-a64c6-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,6,64,64,safety_error
memtraceb-d96baf54-bdtravelpreference-a74c7-current-missing,d96baf54-00e3-afee-239c-1f3ef9054095,,boundary,boundary_distractor,current,missing,7,74,74,safety_error
memtraceb-4fd09df4-kp0000-a6c0-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,0,static,static,current,present,0,6,6,
memtraceb-4fd09df4-kp0000-a14c1-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,0,static,static,current,present,1,14,14,
memtraceb-4fd09df4-kp0000-a22c2-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,0,static,static,current,present,2,22,22,
memtraceb-4fd09df4-kp0000-a30c3-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,0,static,static,current,present,3,30,30,
memtraceb-4fd09df4-kp0000-a37c4-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,0,static,static,current,present,4,37,37,
memtraceb-4fd09df4-kp0000-a45c5-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,0,static,static,current,present,5,45,45,
memtraceb-4fd09df4-kp0000-a53c6-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,0,static,static,current,present,6,53,53,
memtraceb-4fd09df4-kp0000-a61c7-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,0,static,static,current,present,7,61,61,
memtraceb-4fd09df4-kp0006-a6c0-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,6,preference,preference,current,present,0,6,6,
memtraceb-4fd09df4-kp0006-a14c1-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,6,preference,preference,current,present,1,14,14,
memtraceb-4fd09df4-kp0006-a22c2-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,6,preference,preference,current,present,2,22,22,
memtraceb-4fd09df4-kp0006-a30c3-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,6,preference,preference,current,present,3,30,30,
memtraceb-4fd09df4-kp0006-a37c4-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,6,preference,preference,current,present,4,37,37,
memtraceb-4fd09df4-kp0006-a45c5-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,6,preference,preference,current,present,5,45,45,
memtraceb-4fd09df4-kp0006-a53c6-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,6,preference,preference,current,present,6,53,53,
memtraceb-4fd09df4-kp0006-a61c7-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,6,preference,preference,current,present,7,61,61,
memtraceb-4fd09df4-kp0088-a3c0-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,dynamic,current,present,0,6,3,item_stale
memtraceb-4fd09df4-kp0088-a3c0-historical-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,dynamic,historical,present,0,6,3,retrieval_error
memtraceb-4fd09df4-kp0088-a3c0-trajectory-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,dynamic,trajectory,present,0,6,3,granularity_error
memtraceb-4fd09df4-kp0088-a3c0-current-contradicted,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,conflict_distractor,current,contradicted,0,6,3,item_conflict
memtraceb-4fd09df4-kp0088-a11c1-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,dynamic,current,present,1,14,11,item_stale
memtraceb-4fd09df4-kp0088-a11c1-historical-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,dynamic,historical,present,1,14,11,retrieval_error
memtraceb-4fd09df4-kp0088-a11c1-trajectory-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,dynamic,trajectory,present,1,14,11,granularity_error
memtraceb-4fd09df4-kp0088-a11c1-current-contradicted,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,conflict_distractor,current,contradicted,1,14,11,item_conflict
memtraceb-4fd09df4-kp0088-a19c2-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,dynamic,current,present,2,22,19,item_stale
memtraceb-4fd09df4-kp0088-a19c2-historical-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,dynamic,historical,present,2,22,19,retrieval_error
memtraceb-4fd09df4-kp0088-a19c2-trajectory-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,dynamic,trajectory,present,2,22,19,granularity_error
memtraceb-4fd09df4-kp0088-a19c2-current-contradicted,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,conflict_distractor,current,contradicted,2,22,19,item_conflict
memtraceb-4fd09df4-kp0088-a27c3-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,dynamic,current,present,3,30,27,item_stale
memtraceb-4fd09df4-kp0088-a27c3-historical-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,dynamic,historical,present,3,30,27,retrieval_error
memtraceb-4fd09df4-kp0088-a27c3-trajectory-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,dynamic,trajectory,present,3,30,27,granularity_error
memtraceb-4fd09df4-kp0088-a27c3-current-contradicted,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,conflict_distractor,current,contradicted,3,30,27,item_conflict
memtraceb-4fd09df4-kp0088-a34c4-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,dynamic,current,present,4,37,34,item_stale
memtraceb-4fd09df4-kp0088-a34c4-historical-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,dynamic,historical,present,4,37,34,retrieval_error
memtraceb-4fd09df4-kp0088-a34c4-trajectory-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,dynamic,trajectory,present,4,37,34,granularity_error
memtraceb-4fd09df4-kp0088-a34c4-current-contradicted,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,conflict_distractor,current,contradicted,4,37,34,item_conflict
memtraceb-4fd09df4-kp0088-a42c5-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,dynamic,current,present,5,45,42,item_stale
memtraceb-4fd09df4-kp0088-a42c5-historical-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,dynamic,historical,present,5,45,42,retrieval_error
memtraceb-4fd09df4-kp0088-a42c5-trajectory-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,dynamic,trajectory,present,5,45,42,granularity_error
memtraceb-4fd09df4-kp0088-a42c5-current-contradicted,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,conflict_distractor,current,contradicted,5,45,42,item_conflict
memtraceb-4fd09df4-kp0088-a50c6-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,dynamic,current,present,6,53,50,item_stale
memtraceb-4fd09df4-kp0088-a50c6-historical-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,dynamic,historical,present,6,53,50,retrieval_error
memtraceb-4fd09df4-kp0088-a50c6-trajectory-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,dynamic,trajectory,present,6,53,50,granularity_error
memtraceb-4fd09df4-kp0088-a50c6-current-contradicted,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,conflict_distractor,current,contradicted,6,53,50,item_conflict
memtraceb-4fd09df4-kp0088-a58c7-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,dynamic,current,present,7,61,58,item_stale
memtraceb-4fd09df4-kp0088-a58c7-historical-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,dynamic,historical,present,7,61,58,retrieval_error
memtraceb-4fd09df4-kp0088-a58c7-trajectory-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,dynamic,trajectory,present,7,61,58,granularity_error
memtraceb-4fd09df4-kp0088-a58c7-current-contradicted,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,88,dynamic,conflict_distractor,current,contradicted,7,61,58,item_conflict
memtraceb-4fd09df4-kp0216-a4c2-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,216,preference,preference,current,present,2,22,4,
memtraceb-4fd09df4-kp0216-a12c3-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,216,preference,preference,current,present,3,30,12,
memtraceb-4fd09df4-kp0216-a19c4-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,216,preference,preference,current,present,4,37,19,
memtraceb-4fd09df4-kp0216-a27c5-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,216,preference,preference,current,present,5,45,27,
memtraceb-4fd09df4-kp0216-a35c6-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,216,preference,preference,current,present,6,53,35,
memtraceb-4fd09df4-kp0216-a43c7-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,216,preference,preference,current,present,7,61,43,
memtraceb-4fd09df4-kp0301-a2c3-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,301,static,static,current,present,3,30,2,
memtraceb-4fd09df4-kp0301-a9c4-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,301,static,static,current,present,4,37,9,
memtraceb-4fd09df4-kp0301-a17c5-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,301,static,static,current,present,5,45,17,
memtraceb-4fd09df4-kp0301-a25c6-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,301,static,static,current,present,6,53,25,
memtraceb-4fd09df4-kp0301-a33c7-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,301,static,static,current,present,7,61,33,
memtraceb-4fd09df4-kp0326-a6c4-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,326,dynamic,dynamic,current,present,4,37,6,item_stale
memtraceb-4fd09df4-kp0326-a6c4-historical-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,326,dynamic,dynamic,historical,present,4,37,6,retrieval_error
memtraceb-4fd09df4-kp0326-a6c4-trajectory-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,326,dynamic,dynamic,trajectory,present,4,37,6,granularity_error
memtraceb-4fd09df4-kp0326-a6c4-current-contradicted,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,326,dynamic,conflict_distractor,current,contradicted,4,37,6,item_conflict
memtraceb-4fd09df4-kp0326-a14c5-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,326,dynamic,dynamic,current,present,5,45,14,item_stale
memtraceb-4fd09df4-kp0326-a14c5-historical-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,326,dynamic,dynamic,historical,present,5,45,14,retrieval_error
memtraceb-4fd09df4-kp0326-a14c5-trajectory-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,326,dynamic,dynamic,trajectory,present,5,45,14,granularity_error
memtraceb-4fd09df4-kp0326-a14c5-current-contradicted,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,326,dynamic,conflict_distractor,current,contradicted,5,45,14,item_conflict
memtraceb-4fd09df4-kp0326-a22c6-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,326,dynamic,dynamic,current,present,6,53,22,item_stale
memtraceb-4fd09df4-kp0326-a22c6-historical-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,326,dynamic,dynamic,historical,present,6,53,22,retrieval_error
memtraceb-4fd09df4-kp0326-a22c6-trajectory-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,326,dynamic,dynamic,trajectory,present,6,53,22,granularity_error
memtraceb-4fd09df4-kp0326-a22c6-current-contradicted,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,326,dynamic,conflict_distractor,current,contradicted,6,53,22,item_conflict
memtraceb-4fd09df4-kp0326-a30c7-current-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,326,dynamic,dynamic,current,present,7,61,30,item_stale
memtraceb-4fd09df4-kp0326-a30c7-historical-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,326,dynamic,dynamic,historical,present,7,61,30,retrieval_error
memtraceb-4fd09df4-kp0326-a30c7-trajectory-present,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,326,dynamic,dynamic,trajectory,present,7,61,30,granularity_error
memtraceb-4fd09df4-kp0326-a30c7-current-contradicted,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,326,dynamic,conflict_distractor,current,contradicted,7,61,30,item_conflict
memtraceb-4fd09df4-bdclothingpreference-a6c0-current-missing,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,,boundary,boundary_distractor,current,missing,0,6,6,safety_error
memtraceb-4fd09df4-bdclothingpreference-a14c1-current-missing,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,,boundary,boundary_distractor,current,missing,1,14,14,safety_error
memtraceb-4fd09df4-bdclothingpreference-a22c2-current-missing,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,,boundary,boundary_distractor,current,missing,2,22,22,safety_error
memtraceb-4fd09df4-bdclothingpreference-a30c3-current-missing,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,,boundary,boundary_distractor,current,missing,3,30,30,safety_error
memtraceb-4fd09df4-bdclothingpreference-a37c4-current-missing,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,,boundary,boundary_distractor,current,missing,4,37,37,safety_error
memtraceb-4fd09df4-bdclothingpreference-a45c5-current-missing,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,,boundary,boundary_distractor,current,missing,5,45,45,safety_error
memtraceb-4fd09df4-bdclothingpreference-a53c6-current-missing,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,,boundary,boundary_distractor,current,missing,6,53,53,safety_error
memtraceb-4fd09df4-bdclothingpreference-a61c7-current-missing,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,,boundary,boundary_distractor,current,missing,7,61,61,safety_error
memtraceb-4fd09df4-bdpetpreference-a6c0-current-missing,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,,boundary,boundary_distractor,current,missing,0,6,6,safety_error
memtraceb-4fd09df4-bdpetpreference-a14c1-current-missing,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,,boundary,boundary_distractor,current,missing,1,14,14,safety_error
memtraceb-4fd09df4-bdpetpreference-a22c2-current-missing,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,,boundary,boundary_distractor,current,missing,2,22,22,safety_error
memtraceb-4fd09df4-bdpetpreference-a30c3-current-missing,4fd09df4-d0df-ff7e-bb39-5f4faedfac2c,,boundary,boundary_distractor,current,missing,3,30,30,safety_error
